variable,question,module,type,full,short,hce,default,coding
a3_18,Did she die within 6 weeks of childbirth?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_19,Did she have excessive bleeding after delivery or abortion?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a3_20,Did [name] have bad smelling vaginal discharge within 6 weeks after delivery or abortion?,adult,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_01,Did [name] use tobacco?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_02_1,Type of tobacco used: cigarettes,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_02_2,Type of tobacco used: pipe,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_02_3,Type of tobacco used: chewing,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_02_4,Type of tobacco used: local tobacco,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_02_5a,Type of tobacco used: other,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_02_5b,"Type of tobacco used: other, specify",adult,text,1,1,0,'',
a4_02_6,Type of tobacco used: refused,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_02_7,Type of tobacco used: don't know,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_03,How much pipe/chewing tobacco did [name] use daily?,adult,numeric,1,0,0,0,
a4_04,How many cigarettes did [name] smoke daily?,adult,numeric,1,1,0,0,
a4_05,Did [name] drink alcohol?,adult,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a4_06,Would you say the amount of alcohol [name] drank daily was…?,adult,categorical,1,0,0,9,"1 ""Low"" 2 ""Moderate"" 3 ""High"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_1,Decedent suffered road traffic injury,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_2,Decedent suffered fall,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_3,Decedent suffered drowning,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_4,Decedent suffered poisoning,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_5,Decedent suffered bite/sting,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_6,Decedent suffered burn,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_7,Decedent victim of violence,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_8,Decedent did not suffer any injuries,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_01_9a,Decedent suffered other injury,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_02,Was the injury or accident self-inflicted?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_03,Was the injury or accident intentionally inflicted by someone else?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a5_04,How long did [name] survive after the injury?,adult,numeric,1,1,0,0,
a6_01,Was care sought outside the home while [name] had this illness?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_1,Care sought - traditional healer,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_2,Care sought - homeopath,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_3,Care sought - religious leader,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_4,Care sought - government hospital,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_5,Care sought - government health center or clinic,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_6,Care sought - private hospital,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_7,Care sought - private center or clinic,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_8,Care sought - community based practitioner,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_9,Care sought - trained birth attendant,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_10,Care sought - private physician,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_11,Care sought - pharmacy,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_12a,Care sought - other provider,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_13,"Care sought - relative, friend",adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_14,Care sought - refused,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_02_15,Care sought - don't know,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_04,Do you have any health records that belonged to the deceased?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_05,Can I see the health records?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_06_1d,Record the dates of the two most recent visits [day],adult,day,1,1,0,99,"99 ""Don't Know"""
a6_06_1m,Record the dates of the two most recent visits [month],adult,categorical,1,1,0,99,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
a6_06_1y,Record the dates of the two most recent visits [year],adult,year,1,1,0,9999,"9999 ""Don't Know"""
a6_06_2d,Record the dates of the two most recent visits [day],adult,day,1,1,0,99,"99 ""Don't Know"""
a6_06_2m,Record the dates of the two most recent visits [month],adult,categorical,1,1,0,99,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
a6_06_2y,Record the dates of the two most recent visits [year],adult,year,1,1,0,9999,"9999 ""Don't Know"""
a6_07d,Record the date of the last note [day],adult,day,1,1,0,99,"99 ""Don't Know"""
a6_07m,Record the date of the last note [month],adult,categorical,1,1,0,99,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
a6_07y,Record the date of the last note [year],adult,year,1,1,0,9999,"9999 ""Don't Know"""
a6_09,Was a death certificate issued?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_10,Can I see the death certificate?,adult,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
a6_11,Record the immediate cause of death from the certificate.,adult,text,1,1,0,'',
a6_12,Record the first underlying cause of death from the certificate.,adult,text,1,1,0,'',
a6_13,Record the second underlying cause of death from the certificate.,adult,text,1,1,0,'',
a6_14,Record the third underlying cause of death from the certificate.,adult,text,1,1,0,'',
a6_15,Record the contributing cause(s) of death from the certificate.,adult,text,1,1,0,'',
a_7_1,Open Response: 'Chronic Kidney Disease',adult,word_checklist,0,1,1,0,"0 ""No"" 1 ""Yes"""
a_7_2,Open Response: 'Dialysis',adult,word_checklist,0,1,1,0,"1 ""No"" 1 ""Yes"""
a_7_3,Open Response: 'Fever',adult,word_checklist,0,1,1,0,"2 ""No"" 1 ""Yes"""
a_7_4,Open Response: 'Heart Attack (AMI)',adult,word_checklist,0,1,1,0,"3 ""No"" 1 ""Yes"""
a_7_5,Open Response: 'Heart Problems',adult,word_checklist,0,1,1,0,"4 ""No"" 1 ""Yes"""
a_7_6,Open Response: 'Jaundice',adult,word_checklist,0,1,1,0,"5 ""No"" 1 ""Yes"""
a_7_7,Open Response: 'Liver Failure',adult,word_checklist,0,1,1,0,"6 ""No"" 1 ""Yes"""
a_7_8,Open Response: 'Malaria',adult,word_checklist,0,1,1,0,"7 ""No"" 1 ""Yes"""
a_7_9,Open Response: 'Pneumonia',adult,word_checklist,0,1,1,0,"8 ""No"" 1 ""Yes"""
a_7_10,Open Response: 'Renal (Kidney) Failure',adult,word_checklist,0,1,1,0,"9 ""No"" 1 ""Yes"""
a_7_11,Open Response: 'Suicide',adult,word_checklist,0,1,1,0,"10 ""No"" 1 ""Yes"""
c1_01,Was the deceased a singleton or multiple birth?,child neonate,categorical,1,1,0,9,"1 ""Singleton"" 2 ""Multiple"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_02,"Was this the first, second, or later in the birth order?",child neonate,categorical,1,1,0,9,"1 ""First"" 2 ""Second"" 3 ""Third or More"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_03,Is the mother still alive?,child neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_04,Did the mother die during or after the delivery?,child neonate,categorical,1,1,0,9,"1 ""During"" 2 ""After"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_05,How long after the delivery did the mother die?,child neonate,numeric,1,1,0,0,
c1_06a,Where was the deceased born?,child neonate,categorical,1,1,0,9,"1 ""Hospital"" 2 ""Other Health Facility"" 3 ""On Route to Health Facility"" 4 ""Home"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_07,At the time of the delivery what was the size of the deceased?,child neonate,categorical,1,1,0,9,"1 ""Very small"" 2 ""smaller than usual"" 3 ""About average"" 4 ""larger than usual"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_08,What was the weight of the deceased at birth? [in grams],child neonate,numeric,1,0,0,0,
c1_09,What was the sex of the deceased?,child neonate,categorical,1,0,0,9,"1 ""Male"" 2 ""Female"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_10,What was the delivery date? [specify units],child neonate,categorical,1,1,0,9,"1 ""Specified"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_10d,What was the delivery date? [day],child neonate,day,1,1,0,99,"99 ""Don't Know"""
c1_10m,What was the delivery date? [month],child neonate,categorical,1,1,0,99,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c1_10y,What was the delivery date? [year],child neonate,year,1,1,0,9999,"9999 ""Don't Know"""
c1_11,Was the child born alive or dead?,child neonate,categorical,1,1,0,9,"1 ""Alive"" 2 ""Dead"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_12,Did the baby ever cry?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_13,Did the baby ever move?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_14,Did the baby ever breathe?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_15,"Decedent never cried, moved or breathed",child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_16,Were there any bruises or signs of injury on the baby's body at birth?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_17,Was the baby's body (skin and tissue) pulpy?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_18,Was any part of the baby physically abnormal at time of delivery?,child neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_1,Abormalities: Head size very small at time of birth?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_2,Abormalities: Head size very large at time of birth?,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_3,Abormalities: Mass defect on the back of head or spine,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_4a,Abormalities: Other,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_4b,"Abormalities: Other, specify",child neonate,text,1,1,0,'',
c1_19_5,Abormalities: Refused to Answer,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_19_6,Abormalities: Don't Know,child neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_20,How old was the baby/child when the fatal illness started?,child neonate,numeric,1,1,0,0,
c1_21,How long did the illness last?,child neonate,numeric,1,1,0,0,
c1_22a,Where did the deceased die?,child neonate,categorical,1,1,0,9,"1 ""Hospital"" 2 ""Other Health Facility"" 3 ""On Route to Health Facility"" 4 ""Home"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_24,What was the date of death? [specify units],child neonate,categorical,1,1,0,9,"1 ""Specified"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c1_24d,What was the date of death? [day],child neonate,day,1,1,0,99,"99 ""Don't Know"""
c1_24m,What was the date of death? [month],child neonate,categorical,1,1,0,99,"1 ""January"" 2 ""February"" 3 ""March"" 4 ""April"" 5 ""May"" 6 ""June"" 7 ""July"" 8 ""August"" 9 ""September"" 10 ""October"" 11"" November"" 12 ""December"" 99 ""Don't Know"""
c1_24y,What was the date of death? [year],child neonate,year,1,1,0,9999,"9999 ""Don't Know"""
c1_25,How old was the deceased at the time of death?,child neonate,numeric,1,1,0,0,
c1_26,Mark the baby's age at the time of death.,child neonate,categorical,1,1,0,,"0 ""Stillbirth"" 1 ""Less than 28 days"" 2 ""28 days to 11 years"""
c2_01_1,Complications: Mother had convulsions,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_2,Complications: Mother had hypertension,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_3,Complications: Mother had anemia,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_4,Complications: Mother had diabetes,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_5,Complications: Child delivered non-headfirst,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_6,Complications: Cord delivered first,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_7,Complications: Cord around child's neck,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_8,Complications: Excessive bleeding,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_9,Complications: Fever during labor,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_10,Complications: No complications,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_11,Complications: Refused to Answer,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_12,Complications: Don't know,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_01_13,Complications: Other specify,neonate,text,1,1,0,'',
c2_01_14,Complications: Placenta came out first,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_02,How many months long was the pregnancy? [in days],neonate,numeric,1,1,0,0,
c2_03,"Did the pregnancy end early, on time, or late?",neonate,categorical,1,0,0,9,"1 ""Early"" 2 ""On Time"" 3 ""Late"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_04,Was the baby moving in the last few days before the birth?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_05,When did the mother last feel the baby move?,neonate,numeric,1,1,0,0,
c2_06,Did the water break before labor or during labor?,neonate,categorical,1,0,0,9,"1 ""Before"" 2 ""During"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_07,How much time before labor did the water break?,neonate,categorical,1,0,0,9,"1 ""< 1 day"" 2 ""One day or more"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_08a,What was the color of the liquor when the water broke?,neonate,categorical,1,0,0,9,"1 ""Green or brown"" 2 ""Clear (normal)"" 3 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_08b,"What was the color of the liquor when the water broke? [other color, specified]",neonate,text,1,1,0,'',
c2_09,Was the liquor foul smelling?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_10,How much time did the labor and delivery take?,neonate,numeric,1,1,0,0,
c2_11,Did you (the mother) receive any vaccinations since reaching adulthood including during this pregnancy?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_12,How many doses?,neonate,numeric,1,1,0,9,"1 ""One"" 2 ""Two"" 3 ""Three"" 4 ""Four"" 5 ""5 or More"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_13a,Where did the delivery occur?,neonate,categorical,1,0,0,9,"1 ""Hospital"" 2 ""Other Health Facility"" 3 ""On Route to Health Facility"" 4 ""Home"" 5 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_13b,"Where did the delivery occur, other specified?",neonate,text,1,1,0,'',
c2_15a,Who delivered the baby?,neonate,categorical,1,0,0,9,"1 ""Doctor"" 2 ""Nurse/midwife"" 3 ""relative"" 4 ""Self/mother"" 5 ""Traditional birth attendant"" 6 ""Other"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_15b,"Who delivered the baby? [other person, specified]",neonate,text,1,1,0,'',
c2_17,Type of delivery,neonate,categorical,1,1,0,9,"1 ""Vaginal with Forceps"" 2 ""Vaginal without Forceps"" 3 ""Vaginal Don't Know"" 4 ""C-Section"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c2_18,"During labor but before delivery, did you (the mother) receive any kind of injection?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_01,Were there any bruises or signs of injury on the baby's body at birth?,neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_02,Was any part of the baby physically abnormal at time of delivery?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_1,Abnormalities: Head size very small at time of birth?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_2,Abnormalities: Head size very large at time of birth?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_3,Abnormalities: Mass defect on the back of head or spine,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_4a,Abnormalities: Other,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_4b,"Abnormalities: Other, specified",neonate,text,1,1,0,'',
c3_03_5,Abnormalities: Refused to Answer,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_03_6,Abnormalities: Don't know,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_04,Did the baby breathe immediately after birth?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_05,Did the baby have difficulty breathing?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_06,Was anything done to try to help the baby breathe at birth?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_07,Did the baby cry immediately after birth?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_08,How long after birth did the baby first cry?,neonate,numeric,1,1,0,9,"1 ""Within 5 minutes"" 2 ""Within 6-30 min."" 3 ""More than 30 minutes"" 4 ""Never"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_09,Did the baby stop being able to cry?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_10,How long before the baby died did the baby stop crying?,neonate,numeric,1,1,0,9,"1 ""< 1 day"" 2 ""One day or more"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_11,Was the baby able to suckle in a normal way during the first day of life?,neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_12,Did the baby ever suckle in a normal way?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_13,Did the baby stop being able to suckle in a normal way?,neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_14,How long after birth did the baby stop suckling?,neonate,numeric,1,1,0,0,
c3_15,How long before he/she died did the baby stop suckling?,neonate,numeric,1,0,0,9,"1 ""< 1 day"" 2 ""One day or more"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_16,Was the baby able to open his/her mouth at the time he/she stopped sucking?,neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_17,"During the illness that led to death, did the baby have difficult breathing?",neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_18,At what age did the difficult breathing start?,neonate,numeric,1,1,0,0,
c3_19,For how many days did the difficult breathing last?,neonate,numeric,1,1,0,0,
c3_20,"During the illness that led to death, did the baby have fast breathing?",neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_21,At what age did the fast breathing start?,neonate,numeric,1,1,0,0,
c3_22,For how many days did the fast breathing last?,neonate,numeric,1,1,0,0,
c3_23,"During the illness that led to death, did the baby have indrawing of the chest?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_24,"During the illness that led to death, did the baby have grunting?",neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_25,During the illness that led to death did the baby have spasms or convulsions?,neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_26,"During the illness that led to death, did the baby have fever?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_27,At what age did the fever start?,neonate,numeric,1,1,0,0,
c3_28,How many days did the fever last?,neonate,numeric,1,1,0,0,
c3_29,"During the illness that led to death, did the baby become cold to touch?",neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_30,At what age did the baby start feeling cold to touch?,neonate,numeric,1,1,0,0,
c3_31,How many days did the baby feel cold to touch?,neonate,numeric,1,1,0,0,
c3_32,"During the illness that led to death, did the baby become lethargic, after a period of normal activity?",neonate,categorical,1,1,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_33,"During the illness that led to death, did the baby become unresponsive or unconscious?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_34,"During the illness that led to death, did the baby have a bulging fontanelle?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_35,"During the illness that led to death, did the baby have pus drainage from the umbilical cord stump?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_36,"During the illness that led to death, did the baby have redness of the umbilical cord stump?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_37,Did the redness of the umbilical cord stump extend onto the abdominal skin?,neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
c3_38,"During the illness that led to death, did the baby have skin bumps containing pus or a single large area with pus?",neonate,categorical,1,0,0,9,"0 ""No"" 1 ""Yes"" 8 ""Refused to Answer"" 9 ""Don't Know"""
